"","ORF","ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"11","YHL040C","4568_at","siderophore transporter","ARN1","856345",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome VIII, NC_001140.6 (19088..20971, complement)","siderophore transmembrane transporter activity","cellular iron ion homeostasis///ion transport///iron ion homeostasis///siderophore transmembrane transport///siderophore transport///transport","cell periphery///cytoplasm///cytoplasmic, membrane-bounded vesicle///endosome///endosome///endosome membrane///fungal-type vacuole///integral component of membrane///integral component of membrane///integral component of membrane///membrane///nucleus///plasma membrane///plasma membrane///vacuolar membrane","GO:0015343","GO:0006879///GO:0006811///GO:0055072///GO:0044718///GO:0015891///GO:0006810","GO:0071944///GO:0005737///GO:0016023///GO:0005768///GO:0005768///GO:0010008///GO:0000324///GO:0016021///GO:0016021///GO:0016021///GO:0016020///GO:0005634///GO:0005886///GO:0005886///GO:0005774",3.10592014282208,7.83163495493931,12.0390531822469,3.65351682395105e-07,7.57171064448167e-05,7.23395919842436,2704.34908694889,1.56958335069036,0.25091079177386,6.25554341283572,3.96134124966783e-10,8.62172149969071e-07
"12","YIR035C","4071_at","sepiapterin reductase family protein","YIR035C","854853",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome IX, NC_001141.2 (421026..421790, complement)","molecular_function///oxidoreductase activity","biological_process///oxidation-reduction process","cytoplasm///integral component of membrane","GO:0003674///GO:0016491","GO:0008150///GO:0055114","GO:0005737///GO:0016021",1.93887741505503,6.09475481682133,7.85796897212541,1.61650710627981e-05,0.000882136129485098,3.3701996059189,4680.80076244977,1.12411143193784,0.296113430723401,3.79621900023803,0.000146919721190947,0.0180211227839429
"13","YJR115W","10908_at","hypothetical protein","YJR115W","853579",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome X, NC_001142.9 (639942..640451)","molecular_function","biological_process","cellular_component","GO:0003674","GO:0008150","GO:0005575",1.20504473065063,4.90220494351574,3.38769562996597,0.00718025567262416,0.0394596726004083,-2.97446711501523,458.661705567677,-2.34413482426081,0.531139219922555,-4.41340939688582,1.01755313491137e-05,0.00379525049091478
"14","YJR148W","10896_at","branched-chain-amino-acid transaminase BAT2","BAT2","853613",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome X, NC_001142.9 (705744..706874)","L-isoleucine transaminase activity///L-leucine transaminase activity///L-valine transaminase activity///branched-chain-amino-acid transaminase activity///branched-chain-amino-acid transaminase activity///catalytic activity///transaminase activity///transferase activity","L-methionine biosynthetic process from methylthioadenosine///branched-chain amino acid biosynthetic process///branched-chain amino acid biosynthetic process///branched-chain amino acid biosynthetic process///branched-chain amino acid catabolic process///branched-chain amino acid metabolic process///cellular amino acid biosynthetic process///isoleucine biosynthetic process///leucine biosynthetic process///metabolic process///valine biosynthetic process","cytoplasm///cytoplasm///nucleus","GO:0052656///GO:0052654///GO:0052655///GO:0004084///GO:0004084///GO:0003824///GO:0008483///GO:0016740","GO:0019509///GO:0009082///GO:0009082///GO:0009082///GO:0009083///GO:0009081///GO:0008652///GO:0009097///GO:0009098///GO:0008152///GO:0009099","GO:0005737///GO:0005737///GO:0005634",-1.88622241338596,6.69551192761842,-12.2739830031464,3.05942150190721e-07,6.63538719227596e-05,7.40996098980109,1521.3090323632,-1.32864510949498,0.253502658058746,-5.24114863200795,1.59580108296344e-07,0.000169495501901228
"15","YKL103C","10681_at","metalloaminopeptidase APE1","APE1","853758",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XI, NC_001143.9 (246138..247682, complement)","aminopeptidase activity///hydrolase activity///metal ion binding///metalloaminopeptidase activity///metallopeptidase activity///peptidase activity///zinc ion binding","protein catabolic process in the vacuole///protein transport///proteolysis///transport","cytoplasm///fungal-type vacuole///vacuole","GO:0004177///GO:0016787///GO:0046872///GO:0070006///GO:0008237///GO:0008233///GO:0008270","GO:0007039///GO:0015031///GO:0006508///GO:0006810","GO:0005737///GO:0000324///GO:0005773",-1.78629686019642,8.93081440373102,-8.61337440373086,7.33361423374503e-06,0.000551558760837953,4.18880698690645,2298.99111735987,-1.00421706073158,0.283133680675781,-3.54679478024205,0.000389948219761934,0.0254291878602673
"16","YKL148C","10725_at","succinate dehydrogenase flavoprotein subunit SDH1","SDH1","853709",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XI, NC_001143.9 (169207..171129, complement)","flavin adenine dinucleotide binding///flavin adenine dinucleotide binding///flavin adenine dinucleotide binding///oxidoreductase activity///oxidoreductase activity, acting on the CH-CH group of donors///succinate dehydrogenase (ubiquinone) activity///succinate dehydrogenase (ubiquinone) activity///succinate dehydrogenase (ubiquinone) activity///succinate dehydrogenase (ubiquinone) activity","cellular respiration///cellular respiration///electron transport chain///mitochondrial electron transport, succinate to ubiquinone///oxidation-reduction process///tricarboxylic acid cycle///tricarboxylic acid cycle","membrane///mitochondrial inner membrane///mitochondrial membrane///mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)///mitochondrion///mitochondrion","GO:0050660///GO:0050660///GO:0050660///GO:0016491///GO:0016627///GO:0008177///GO:0008177///GO:0008177///GO:0008177","GO:0045333///GO:0045333///GO:0022900///GO:0006121///GO:0055114///GO:0006099///GO:0006099","GO:0016020///GO:0005743///GO:0031966///GO:0005749///GO:0005739///GO:0005739",-1.35258296629789,7.03259663905227,-5.63803264590341,0.00023871483808175,0.00430423946122845,0.558815840089239,2166.52587621435,-1.20698432988369,0.339196880373868,-3.55835917050101,0.000373178788387124,0.0254240982700063
"17","YKL220C","10792_at","ferric/cupric-chelate reductase","FRE2","853660",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XI, NC_001143.9 (9091..11226, complement)","cupric reductase activity///ferric-chelate reductase (NADPH) activity///ferric-chelate reductase activity///metal ion binding///oxidoreductase activity","cellular iron ion homeostasis///copper ion import///copper ion transport///ion transport///iron ion homeostasis///iron ion transport///oxidation-reduction process","fungal-type vacuole///integral component of membrane///integral component of membrane///membrane///plasma membrane///plasma membrane","GO:0008823///GO:0052851///GO:0000293///GO:0046872///GO:0016491","GO:0006879///GO:0015677///GO:0006825///GO:0006811///GO:0055072///GO:0006826///GO:0055114","GO:0000324///GO:0016021///GO:0016021///GO:0016020///GO:0005886///GO:0005886",5.43370314131701,5.07877401916789,15.2401319360367,4.09611726523564e-08,1.81906617217084e-05,9.35841768939775,368.641224712016,1.19000846939452,0.286193665569279,4.15805313869344,3.20971370183949e-05,0.0072687670293965
"18","YKR075C","10500_at","hypothetical protein","YKR075C","853950",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XI, NC_001143.9 (579827..580750, complement)","molecular_function","biological_process","cytoplasm///nucleus","GO:0003674","GO:0008150","GO:0005737///GO:0005634",1.65089398557363,5.7058523699171,4.57105367936612,0.00109854107312468,0.0113959889298785,-1.03585457865667,4481.38712893587,-2.11687874947666,0.651814774766078,-3.24766917140895,0.0011635447190903,0.0492874194676524
"19","YLR109W","10228_at","thioredoxin peroxidase AHP1","AHP1","850799",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XII, NC_001144.5 (368781..369311)","antioxidant activity///oxidoreductase activity///peroxidase activity///peroxiredoxin activity///thioredoxin peroxidase activity///thioredoxin peroxidase activity///thioredoxin peroxidase activity","cell redox homeostasis///cell redox homeostasis///cell redox homeostasis///cellular response to oxidative stress///oxidation-reduction process///response to metal ion","cytoplasm///cytoplasm///cytosol///plasma membrane","GO:0016209///GO:0016491///GO:0004601///GO:0051920///GO:0008379///GO:0008379///GO:0008379","GO:0045454///GO:0045454///GO:0045454///GO:0034599///GO:0055114///GO:0010038","GO:0005737///GO:0005737///GO:0005829///GO:0005886",1.33090571134786,10.0220055921281,9.34770819796246,3.57824588921325e-06,0.000351270749082134,4.92737553327711,41292.3088778222,-1.12875200314213,0.256915481957105,-4.39347599663374,1.11552511226126e-05,0.00379525049091478
"20","YLR132C","10206_at","phosphoric diester hydrolase","USB1","850823",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XII, NC_001144.5 (407283..408155, complement)","3'-5'-exoribonuclease activity///hydrolase activity///nuclease activity///poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends","RNA splicing///U6 snRNA 3'-end processing///U6 snRNA 3'-end processing///U6 snRNA 3'-end processing///mRNA processing","cytoplasm///mitochondrion///mitochondrion///nucleus///nucleus","GO:0000175///GO:0016787///GO:0004518///GO:1990838","GO:0008380///GO:0034477///GO:0034477///GO:0034477///GO:0006397","GO:0005737///GO:0005739///GO:0005739///GO:0005634///GO:0005634",1.14702234059489,5.60893077936848,4.6808237332702,0.000931837458839456,0.0103317057754652,-0.864373532537675,536.296227586315,-1.03736778122465,0.309129668756658,-3.35576907062018,0.000791446252588364,0.0385126903738867
"21","YLR257W","10059_at","hypothetical protein","YLR257W","850961",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XII, NC_001144.5 (658826..659791)","molecular_function","biological_process","cytoplasm///cytoplasm","GO:0003674","GO:0008150","GO:0005737///GO:0005737",-1.70565083486567,7.2816264909724,-8.11921957039362,1.22207381022408e-05,0.000749817326360453,3.66044096086888,8263.63050382209,-1.10977978513822,0.271169275436215,-4.09257200452736,4.26614708685878e-05,0.00866174967152569
"22","YLR258W","10060_at","glycogen (starch) synthase GSY2","GSY2","850962",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XII, NC_001144.5 (660716..662833)","catalytic activity///glycogen (starch) synthase activity///glycogen (starch) synthase activity///glycogen (starch) synthase activity///glycogen (starch) synthase activity///transferase activity///transferase activity, transferring glycosyl groups","glycogen biosynthetic process///glycogen biosynthetic process///glycogen biosynthetic process///metabolic process","cytoplasm///nucleus","GO:0003824///GO:0004373///GO:0004373///GO:0004373///GO:0004373///GO:0016740///GO:0016757","GO:0005978///GO:0005978///GO:0005978///GO:0008152","GO:0005737///GO:0005634",-1.74956999006282,6.90853970614688,-10.1140210402493,1.7746095963148e-06,0.000229861237433776,5.64386403188198,7312.31877498808,-1.5261173846914,0.429716702441919,-3.55145000419823,0.000383114770651756,0.0254240982700063
"23","YLR304C","10019_at","aconitate hydratase ACO1","ACO1","851013",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XII, NC_001144.5 (735212..737548, complement)","4 iron, 4 sulfur cluster binding///aconitate hydratase activity///aconitate hydratase activity///aconitate hydratase activity///double-stranded DNA binding///iron-sulfur cluster binding///lyase activity///metal ion binding///single-stranded DNA binding","metabolic process///mitochondrial genome maintenance///tricarboxylic acid cycle///tricarboxylic acid cycle","cytoplasm///cytosol///mitochondrial matrix///mitochondrial nucleoid///mitochondrion///mitochondrion","GO:0051539///GO:0003994///GO:0003994///GO:0003994///GO:0003690///GO:0051536///GO:0016829///GO:0046872///GO:0003697","GO:0008152///GO:0000002///GO:0006099///GO:0006099","GO:0005737///GO:0005829///GO:0005759///GO:0042645///GO:0005739///GO:0005739",-1.10804167213475,9.94212172932104,-6.59039690687252,6.98250681090769e-05,0.0020607233708394,1.84499781505011,12576.0003944058,-1.12170610281402,0.348554536949218,-3.21816526226266,0.00129013460356307,0.0499757404327588
"24","YLR438W","9885_at","ornithine-oxo-acid transaminase","CAR2","851158",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XII, NC_001144.5 (1012501..1013775)","catalytic activity///identical protein binding///ornithine-oxo-acid transaminase activity///ornithine-oxo-acid transaminase activity///pyridoxal phosphate binding///pyridoxal phosphate binding///transaminase activity///transferase activity","L-proline biosynthetic process///arginine catabolic process///arginine catabolic process///arginine catabolic process to glutamate///arginine catabolic process to proline via ornithine///ornithine metabolic process","cytoplasm///cytoplasm///cytosol///nucleus","GO:0003824///GO:0042802///GO:0004587///GO:0004587///GO:0030170///GO:0030170///GO:0008483///GO:0016740","GO:0055129///GO:0006527///GO:0006527///GO:0019544///GO:0010121///GO:0006591","GO:0005737///GO:0005737///GO:0005829///GO:0005634",-1.59319786059801,5.64251131807153,-8.48573043619043,8.34900116573998e-06,0.000591602033593887,4.05483846536452,605.486137212617,-1.51649031075796,0.355741757475784,-4.26289655034716,2.01793953890189e-05,0.00516592521958883
"25","YML120C","9765_at","NADH-ubiquinone reductase (H(+)-translocating) NDI1","NDI1","854919",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XIII, NC_001145.3 (28266..29807, complement)","NADH dehydrogenase (ubiquinone) activity///flavin adenine dinucleotide binding///oxidoreductase activity","NADH oxidation///chronological cell aging///mitochondrial electron transport, NADH to ubiquinone///oxidation-reduction process///positive regulation of apoptotic process","membrane///mitochondrial inner membrane///mitochondrial matrix///mitochondrial matrix///mitochondrion///mitochondrion","GO:0008137///GO:0050660///GO:0016491","GO:0006116///GO:0001300///GO:0006120///GO:0055114///GO:0043065","GO:0016020///GO:0005743///GO:0005759///GO:0005759///GO:0005739///GO:0005739",-1.28020767589127,7.78012967560675,-4.25170163949253,0.00179053617151112,0.0155769965816349,-1.54380294763285,2988.38171232495,-1.14392125094443,0.305717736382084,-3.74175625033009,0.000182738715480126,0.0195630101226724
"26","YMR011W","9633_at","hexose transporter HXT2","HXT2","855023",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XIII, NC_001145.3 (288079..289704)","fructose transmembrane transporter activity///glucose transmembrane transporter activity///mannose transmembrane transporter activity///pentose transmembrane transporter activity///substrate-specific transmembrane transporter activity///sugar:proton symporter activity///transmembrane transporter activity///transporter activity","carbohydrate transport///glucose import///glucose transport///hexose transmembrane transport///transmembrane transport///transport","cell periphery///fungal-type vacuole///integral component of membrane///integral component of membrane///integral component of plasma membrane///membrane///plasma membrane","GO:0005353///GO:0005355///GO:0015578///GO:0015146///GO:0022891///GO:0005351///GO:0022857///GO:0005215","GO:0008643///GO:0046323///GO:0015758///GO:0035428///GO:0055085///GO:0006810","GO:0071944///GO:0000324///GO:0016021///GO:0016021///GO:0005887///GO:0016020///GO:0005886",5.42916160278552,8.4059134135562,19.3436825802997,4.30735591909536e-09,4.71048145773684e-06,11.4123448037997,2191.23019137351,-2.42103149702817,0.645760374090246,-3.74911746549786,0.000177457957012116,0.0195162221927034
"27","YMR145C","9500_at","NADH-ubiquinone reductase (H(+)-translocating) NDE1","NDE1","855176",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XIII, NC_001145.3 (554793..556475, complement)","NADH dehydrogenase (ubiquinone) activity///NADH dehydrogenase activity///NADH dehydrogenase activity///flavin adenine dinucleotide binding///oxidoreductase activity","NADH oxidation///chronological cell aging///electron transport chain///glycolytic fermentation to ethanol///oxidation-reduction process","mitochondrial intermembrane space///mitochondrion///mitochondrion///mitochondrion","GO:0008137///GO:0003954///GO:0003954///GO:0050660///GO:0016491","GO:0006116///GO:0001300///GO:0022900///GO:0019655///GO:0055114","GO:0005758///GO:0005739///GO:0005739///GO:0005739",-1.30450033160513,5.91343102393076,-6.86515764712865,5.00482514669434e-05,0.00166103200420183,2.19293223073734,1813.62079706819,-1.42067269744876,0.350148599621395,-4.05734222265886,4.96343263220171e-05,0.00932601730489634
"28","YNR067C","8779_at","endo-1,3(4)-beta-glucanase","DSE4","855804",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XIV, NC_001146.8 (755746..759099, complement)","glucan endo-1,3-beta-D-glucosidase activity///glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group///glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group///hydrolase activity///hydrolase activity, acting on glycosyl bonds","(1->3)-beta-D-glucan catabolic process///cell separation after cytokinesis///metabolic process","cell septum///cell surface///cell wall///cellular bud neck///extracellular region///extracellular region///fungal-type cell wall","GO:0042973///GO:0052861///GO:0052862///GO:0016787///GO:0016798","GO:0006076///GO:0000920///GO:0008152","GO:0030428///GO:0009986///GO:0005618///GO:0005935///GO:0005576///GO:0005576///GO:0009277",-1.78497205385174,7.99079040223829,-6.35553884502099,9.35122681789729e-05,0.00240624859584533,1.53955433031186,7261.52808959332,1.01818154488428,0.265393211168315,3.83650184721016,0.000124799257798945,0.0179223909736631
"29","YOR092W","8474_at","putative ATPase ECM3","ECM3","854259",NA,NA,NA,NA,NA,NA,NA,"","","Chromosome XV, NC_001147.6 (495127..496968)","ATPase activity","biological_process///cell wall organization///transmembrane transport","cytoplasm///endoplasmic reticulum///endoplasmic reticulum///endoplasmic reticulum membrane///integral component of membrane///integral component of membrane///membrane","GO:0016887","GO:0008150///GO:0071555///GO:0055085","GO:0005737///GO:0005783///GO:0005783///GO:0005789///GO:0016021///GO:0016021///GO:0016020",1.64309898328822,7.57590545552008,6.22183252408157,0.000110779657456028,0.00262216011531706,1.36228415834114,7776.70862686496,1.79370349344221,0.287480677056385,6.23938802360065,4.39286081845654e-10,8.62172149969071e-07
